Msg ID,New Key,Operation,AD Size,Msg Size,Na,Nm,Nc,Nh,Bla,Blm,Blc,Blh,Ina,Inm,Inc,Inh,Actual Execution Time,Actual Latency,Expected Execution Time,Expected Latency Time,Actual-Expected Execution Time,Actual-Expected Latency Time
1,1,AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,837,0,-172,0
2,0,AE,160,0,5,0,0,0,0,0,0,0,0,0,0,0,1630,0,1837,0,-207,0
3,0,AE,128,0,4,0,0,0,0,0,0,0,0,0,0,0,1433,0,1637,0,-204,0
4,0,AE,1536,0,48,0,0,0,0,0,0,0,0,0,0,0,10101,0,10437,0,-336,0
5,0,AE,64,0,2,0,0,0,0,0,0,0,0,0,0,0,1039,0,1237,0,-198,0
6,0,AE,16,0,0,0,0,0,16,0,0,0,1,0,0,0,645,0,837,0,-192,0
7,0,AE,0,160,0,5,0,0,0,0,0,0,0,0,0,0,2631,1,1837,0,794,1
8,0,AE,0,128,0,4,0,0,0,0,0,0,0,0,0,0,2237,1,1637,0,600,1
9,0,AE,0,1536,0,48,0,0,0,0,0,0,0,0,0,0,19573,1,10437,0,9136,1
10,0,AE,0,64,0,2,0,0,0,0,0,0,0,0,0,0,1449,1,1237,0,212,1
11,0,AE,0,16,0,0,0,0,0,16,0,0,0,1,0,0,842,1,837,0,5,1
12,0,AE,160,160,5,5,0,0,0,0,0,0,0,0,0,0,3616,1,2837,0,779,1
13,0,AE,128,128,4,4,0,0,0,0,0,0,0,0,0,0,3025,1,2437,0,588,1
14,0,AE,1536,1536,48,48,0,0,0,0,0,0,0,0,0,0,29029,1,20037,0,8992,1
15,0,AE,64,64,2,2,0,0,0,0,0,0,0,0,0,0,1843,1,1637,0,206,1
16,0,AE,16,16,0,0,0,0,16,16,0,0,1,1,0,0,842,1,837,0,5,1
17,0,AD,160,0,5,0,0,0,0,0,0,0,0,0,0,0,1630,1,1631,0,-1,1
18,0,AD,128,0,4,0,0,0,0,0,0,0,0,0,0,0,1433,1,1431,0,2,1
19,0,AD,1536,0,48,0,0,0,0,0,0,0,0,0,0,0,10101,1,10231,0,-130,1
20,0,AD,64,0,2,0,0,0,0,0,0,0,0,0,0,0,1039,1,1031,0,8,1
21,0,AD,16,0,0,0,0,0,16,0,0,0,1,0,0,0,645,1,631,0,14,1
22,0,AD,0,160,0,0,5,0,0,0,0,0,0,0,0,0,2631,1,1631,0,1000,1
23,0,AD,0,128,0,0,4,0,0,0,0,0,0,0,0,0,2237,1,1431,0,806,1
24,0,AD,0,1536,0,0,48,0,0,0,0,0,0,0,0,0,19573,1,10231,0,9342,1
25,0,AD,0,64,0,0,2,0,0,0,0,0,0,0,0,0,1449,1,1031,0,418,1
26,0,AD,0,16,0,0,0,0,0,0,16,0,0,0,1,0,842,1,631,0,211,1
27,0,AD,160,160,5,0,5,0,0,0,0,0,0,0,0,0,3616,1,2631,0,985,1
28,0,AD,128,128,4,0,4,0,0,0,0,0,0,0,0,0,3025,1,2231,0,794,1
29,0,AD,1536,1536,48,0,48,0,0,0,0,0,0,0,0,0,29029,1,19831,0,9198,1
30,0,AD,64,64,2,0,2,0,0,0,0,0,0,0,0,0,1843,1,1431,0,412,1
31,0,AD,16,16,0,0,0,0,16,0,16,0,1,0,1,0,842,1,631,0,211,1
